text,aspect,sentiment
考试难度维持在正常水平,考试难度,中评
考试题目明显超纲偏难,考试难度,差评
老师上课讲得特别明白,教学质量,好评
老师讲课还算可以,教学质量,中评
老师讲课经常让人听不懂,教学质量,差评
作业数量安排得很合适,作业负担,好评
作业量处在正常范围,作业负担,中评
作业多到有些吃不消,作业负担,差评
课程内容安排得很丰富,课程内容,好评
课程内容没有特别突出,课程内容,中评
课程内容偏旧而且偏浅,课程内容,差评
考试题目整体比较友好,考试难度,好评
考试难度维持在正常水平,考试难度,中评
考试题目明显超纲偏难,考试难度,差评
老师上课讲得特别明白,教学质量,好评
老师讲课还算可以,教学质量,中评
老师讲课经常让人听不懂,教学质量,差评
作业数量安排得很合适,作业负担,好评
作业量处在正常范围,作业负担,中评
作业多到有些吃不消,作业负担,差评
课程内容安排得很丰富,课程内容,好评
课程内容没有特别突出,课程内容,中评
课程内容偏旧而且偏浅,课程内容,差评
考试题目整体比较友好,考试难度,好评
考试难度维持在正常水平,考试难度,中评
考试题目明显超纲偏难,考试难度,差评
课堂讲解让我学得很顺,教学质量,好评
平时听课体验比较普通,教学质量,中评
授课过程让我常常跟不上,教学质量,差评
课后任务安排比较轻松,作业负担,好评
